"Path","Category","Size","SHA256","TrackedOrIgnored","Producer","Consumers","LastKnownStage","Reason","Evidence","ReplacementPath","RecoveryPath","RiskLevel","DeletionPermitted","ValidationRequired"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/code_context.cpython-312.pyc","QUARANTINE_CANDIDATE","2953","EAC85F298CCC619E1AA5A7D8F84AE19F5882CCF806C5AB336804E787EEDFC52E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/compiled_autograd.cpython-312.pyc","QUARANTINE_CANDIDATE","77396","13175EDA9011D0FEE059A7E642A2FD96AF292241CF277A8C36CA5C3FE284415E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/comprehension_graph_break.cpython-312.pyc","QUARANTINE_CANDIDATE","27712","7075E37B5287A946FB4F01AEDA9393A44CDCA12D8D70399C2747184ADD014AA1","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/comptime.cpython-312.pyc","QUARANTINE_CANDIDATE","24186","899E79E5EB811B9EF5D8690F9E866A1D1EEDE6AD5FFA3C8FC9F1772C47F6CF70","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/config.cpython-312.pyc","QUARANTINE_CANDIDATE","13512","616428B233D0E3AC99F553AD7138565C77C22506657018CAC2D1B40E43169BF1","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/convert_frame.cpython-312.pyc","QUARANTINE_CANDIDATE","100890","3B4028B886C631BC4BDB2A78082D78D0213DFEA22473528A91144D532144B1A2","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/create_parameter_op.cpython-312.pyc","QUARANTINE_CANDIDATE","4067","3818620C35A17C561DB1852446FD24BA7255CCA8CBA283E2939F129A7F76910D","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/current_scope_id.cpython-312.pyc","QUARANTINE_CANDIDATE","1854","7BE04FC534D7CF3FCDA7C7D3A857CA77F004FFB8ED26996F9F4EB98A60846D5E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/dce_extra_outputs.cpython-312.pyc","QUARANTINE_CANDIDATE","9535","628600C95E648299FFA5A079A6CCBCCE03DFE63B979F1B863840D2E5B7DD8CB7","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/debug_utils.cpython-312.pyc","QUARANTINE_CANDIDATE","45858","8C40360E0F90A0EB1619B370F247CC4558FD68C22032A3E5725437C33546B14C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/decorators.cpython-312.pyc","QUARANTINE_CANDIDATE","71199","64DF089503C2B1218475C91EC6D6F406C3A85569E18E30F513848EF4A31C9269","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/device_interface.cpython-312.pyc","QUARANTINE_CANDIDATE","36700","39547F44BD3CEB498A4E10B0C994A5111D9CE9BF7DE7F1CF2D21351E76456E1A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/distributed.cpython-312.pyc","QUARANTINE_CANDIDATE","2115","8F26A629EA83CE1BD042673DC3EDF1055692FC0F0E21449BE6F96CAAAC8DE3FC","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/dynamo_profiler.cpython-312.pyc","QUARANTINE_CANDIDATE","17558","3D940A75F94497483B91371310D1DEFAF30B4C8C2EAE75B0259A5D1ABEBE2AED","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/eval_frame.cpython-312.pyc","QUARANTINE_CANDIDATE","105286","EC98AA85B01CFD9488A5C384FDD464E5AC14F5843345297F7C979F46D43CDAF8","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/exc.cpython-312.pyc","QUARANTINE_CANDIDATE","34949","77C796CCAB7A9A20E8CEF67A4805BE8A8437645AAA18028F0D69BBDF95D14AE4","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/external_utils.cpython-312.pyc","QUARANTINE_CANDIDATE","15136","04875D38087A22576956F851FA85462CC00B0FA6BDA8CBF1BD82C070E2C2F7A5","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/funcname_cache.cpython-312.pyc","QUARANTINE_CANDIDATE","3324","08895150441D11EE65E52844D8C40C046467CC1CE51B8AB1839D540379970B36","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/functional_export.cpython-312.pyc","QUARANTINE_CANDIDATE","46911","8BA0770E6CBD0870EE77427D7FCA1F1179D81280B6F816D90D1F278906984512","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/graph_break_hints.cpython-312.pyc","QUARANTINE_CANDIDATE","1838","5F3779444691C75FCDAD42B81888E92B0BD0B5183CFDF8E29291E7B96493FA7E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/graph_bytecode_inputs.cpython-312.pyc","QUARANTINE_CANDIDATE","4680","C86AA79EA88970807E961E31E875605F2AC48D53FCD3FE5FD41DEDF9AB69F885","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/graph_deduplication.cpython-312.pyc","QUARANTINE_CANDIDATE","24500","9C3FB60B9776CBBBD569D096898300339766B8BEEC63EECDCCA67878C12DA9D0","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/graph_id_filter.cpython-312.pyc","QUARANTINE_CANDIDATE","19787","86825E26944284AE49AADA8D24A08DEAFDB4625A7F312BD70251297F8D45FA58","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/graph_region_tracker.cpython-312.pyc","QUARANTINE_CANDIDATE","24402","0780E865A0A6BA2703E4AEDF8593FC1E2FE4D08DAED8D392D73CC7C427C00954","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/graph_utils.cpython-312.pyc","QUARANTINE_CANDIDATE","4397","E02FFCC7B42B74D1BE7E5C9F2CDE7AC79F7AC9C59A8ECFCBA247F58FD633CB3B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/guards.cpython-312.pyc","QUARANTINE_CANDIDATE","215036","E3C231FCE38B3660CBA9A99FC52C65EC0E623C343DF9680CC9B824D87EAE267F","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/hooks.cpython-312.pyc","QUARANTINE_CANDIDATE","1409","BB0FE04E958565ED6D4084F65646417DBF0B903F7D88CA821E68DF9C285E9F90","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/logging.cpython-312.pyc","QUARANTINE_CANDIDATE","2490","F7AFE51E427DCF437DCC639146544DB145BD38B495C8EABFFFD17F2BAA4B5F69","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/metrics_context.cpython-312.pyc","QUARANTINE_CANDIDATE","13173","70B34B9163F9F7F2CEE2B9EF2667F418522054C4BD45FB8A3368F9F0ADE10902","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/mutation_guard.cpython-312.pyc","QUARANTINE_CANDIDATE","8351","D5E39322CA6BD24F5CC2C6E7C32A371181867B6DA252195ED29529D729371762","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/output_graph.cpython-312.pyc","QUARANTINE_CANDIDATE","183872","55C1AE7586E50DCE602BB3B2D224E56E069B8044EF96B98E0030E7D2507BD195","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/package.cpython-312.pyc","QUARANTINE_CANDIDATE","57867","C7C5880B7D1837A55CF5E819CD0DB34CF018EF3CEB0346528C7B4CAA4C7E540E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/pgo.cpython-312.pyc","QUARANTINE_CANDIDATE","42504","77CFD9B8CC349BFCC7CE25776F233610EA95D9267A8A820A2CC009D3399E3FDB","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/precompile_context.cpython-312.pyc","QUARANTINE_CANDIDATE","10170","48C4D21812DA8D9EDB8DCBDE09794AAD32CAE10D14A7C49D5809B96C743CAF29","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/profiler.cpython-312.pyc","QUARANTINE_CANDIDATE","9447","88CC07986141E71E112FEADFBBD388C75A8CC2F2E1D3B3F872C42B0B72342B44","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/replay_record.cpython-312.pyc","QUARANTINE_CANDIDATE","7866","D3640E270AD5E38E00029C644DC77BEDDD1B5D5A6904800B4EBCF10462A99A99","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/resume_execution.cpython-312.pyc","QUARANTINE_CANDIDATE","28106","127BF6342F424F612F74D69CEF973B2721E984AB83EFBE4540086008850CD285","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/side_effects.cpython-312.pyc","QUARANTINE_CANDIDATE","62520","3986D7BA4005522250E6C1E058F0CD04C3B49DC52568CFB27A53DEBD4F9FA530","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/source.cpython-312.pyc","QUARANTINE_CANDIDATE","68078","2E9AAD9EA492CB9FD8146CB8EEE03BE7E630A3B8AFF639D13BAF320AEA5FF285","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/symbolic_convert.cpython-312.pyc","QUARANTINE_CANDIDATE","246468","0AB017D00055E66A4EE8FD69117541DA5AEF2290679436F352C2BF3805AD2F8F","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/tensor_version_op.cpython-312.pyc","QUARANTINE_CANDIDATE","3830","27BB66B6628D2CEF9B59623FF0ED7FA7A1336D56ECD9310977B6C58984F43C7C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/testing.cpython-312.pyc","QUARANTINE_CANDIDATE","31495","8C90C286245F960DEBACCB91CE15FC703C4A74B962D26130C35EBB932B1FCF7E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/test_case.cpython-312.pyc","QUARANTINE_CANDIDATE","12868","DE9446D57A3F258ECE212597C6FC3E9864B2396D2C9939CFA1E20D815EE40C40","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/test_dont_skip_tracing_functions.cpython-312.pyc","QUARANTINE_CANDIDATE","2122","A74C2FCDD4F7E4117D9E6B565D415627085F5CB2A5C26F075332CE01AB21D8FB","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/test_minifier_common.cpython-312.pyc","QUARANTINE_CANDIDATE","16039","DF24ED35AE22066FDFE834160BBD6ADBD651CADB130CE521EFF26B8ECB7C7D1B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/trace_rules.cpython-312.pyc","QUARANTINE_CANDIDATE","130647","1EF8D5819B9BDB9354A0C26B486FE9A391572097289BF0B612530D46EB490064","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/types.cpython-312.pyc","QUARANTINE_CANDIDATE","6933","549DE01B9DE7AB2DACADC1365D73BFA0DD1AB47608E0227D1A5A606146EA5951","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/utils.cpython-312.pyc","QUARANTINE_CANDIDATE","236147","E46229FE02618A99DAC5D101BD490C5E60491A40687B552F7EFB423A77C5D8EA","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/_trace_wrapped_higher_order_op.cpython-312.pyc","QUARANTINE_CANDIDATE","14377","B5D96F470633C47F3B4469F2EAA2261AFCE016B9E1E72E2339EB53A03CFCC4A4","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_dynamo/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","8990","2A6067C1D9F8F9EBCA591B15F07F24A774B264030CBAFCDA04EFD3B930C19A67","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/assume_constant_result.cpython-312.pyc","QUARANTINE_CANDIDATE","1344","10D05C04BBF8BEA15D8ED55F1183BBDD5474FA32CFC7E1F8B9558B72173E0FE3","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/autograd_function.cpython-312.pyc","QUARANTINE_CANDIDATE","1564","A2A6CB1BF7A441F55FD19E9679A988486CBF4E88000591A05AB91B250249DFDB","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/class_method.cpython-312.pyc","QUARANTINE_CANDIDATE","1554","D3623EA62CF80026D8A395D1CBCAFBE6578240184060137E354BE3A2CE59E3EF","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/cond_branch_class_method.cpython-312.pyc","QUARANTINE_CANDIDATE","2691","B164BA7DBAF607512FC053F82177C1A00F2C130B5320A66E022C8942ADB8555E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/cond_branch_nested_function.cpython-312.pyc","QUARANTINE_CANDIDATE","2414","BA47DD612462F02F7B635A9E478E16B4E4494BB8A00E20F8B897FEB556A20170","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/cond_branch_nonlocal_variables.cpython-312.pyc","QUARANTINE_CANDIDATE","2671","20D142D83B323C2FEEF5CF18358F2410B29B5E0E3AAB90AEA33F70ECBD6DAE44","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/cond_closed_over_variable.cpython-312.pyc","QUARANTINE_CANDIDATE","1400","FC68181A96B9484DB5125A1B0B212ACDC4BF75DD1C509DB4A3A14BD48E718276","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/cond_operands.cpython-312.pyc","QUARANTINE_CANDIDATE","1754","C5728C1BE7FD5356FE01E95889F92CF634B3C50AC1960EAC6C38BCFAC4149D98","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/cond_predicate.cpython-312.pyc","QUARANTINE_CANDIDATE","1614","84DA0FF026C4EFB7E488E7F5E3637175148B0E7A31CA43C40613BD968847FC68","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/constrain_as_size_example.cpython-312.pyc","QUARANTINE_CANDIDATE","1208","E8752E91CB03F9234700B52CEFADFA7E4B904225F63C0BD7C769C2BF133B9A24","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/constrain_as_value_example.cpython-312.pyc","QUARANTINE_CANDIDATE","1323","627F944580CDDABCCC6B75C8BE148A943B2C830B641950C111CFA6F96AC455C3","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/torch/_export/db/examples/__pycache__/decorator.cpython-312.pyc","QUARANTINE_CANDIDATE","1298","611D6DACC9DC23536A127CC1405D1888CBF9639DD7DC6387AD80692617A76A47","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
